,Ca,Ti,Al,Cr,S,Si,P,Fe,Ni,Mg,cluster
179,0.0,0.0,0.0,0.0,6.099923485135753,0.0,0.0,84.82140677787704,0.0,0.0,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7816491187587,0.0,0.0,0
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.66237614140356,0.0,0.0,0
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.7418914596403,0.0,0.0,0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.98245692169745,0.0,0.0,0
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.70213380052195,0.0,0.0,0
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.46358784581169,0.0,0.0,0
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.90294160346069,0.0,0.0,0
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.22302238375455,0.0,0.0,0
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.70213380052195,0.0,0.0,0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.42383018669331,0.0,0.0,0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.7418914596403,0.0,0.0,0
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.14350706551778,0.0,0.0,0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.34229536110969,0.0,0.0,0
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.10172989905256,0.0,0.0,0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.26479955021982,0.0,0.0,0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.09567137701188,0.0,0.0,0
197,0.0,0.0,0.0,0.0,5.161473718191791,0.0,0.0,46.731793922905844,0.0,0.0,1
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.97235938496298,0.0,0.0,0
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.97639839965676,0.0,0.0,0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.9366407405384,0.0,0.0,0
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.41777166465265,0.0,0.0,0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.13946805082405,0.0,0.0,0
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.94067975523217,0.0,0.0,0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.13744854347715,0.0,9.606488139636374,-1
205,0.0,0.0,0.0,0.0,0.0,11.944525517667671,0.0,44.811309241142595,0.0,22.29654037347701,-1
206,0.0,0.0,0.0,0.0,0.0,24.47648671653211,0.0,9.60242340881627,0.0,23.126730706532012,-1
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.254702013485364,0.0,0.0,0
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.9366407405384,0.0,0.0,0
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.53502513466086,0.0,0.0,0
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.33825634641592,0.0,0.0,0
211,0.0,0.0,0.0,0.0,12.199846970271507,0.0,0.0,84.82140677787704,0.0,0.0,1
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.62261848228519,0.0,0.0,0
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.02423408816271,0.0,0.0,0
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.5828608231668,0.0,0.0,0
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.7418914596403,0.0,0.0,0
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.18326472463622,0.0,0.0,0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.78366862610555,0.0,0.0,0
218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.22302238375455,0.0,0.0,0
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.10172989905256,0.0,0.0,0
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.10374940639944,0.0,0.0,0
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.14350706551778,0.0,0.0,0
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.82342628522396,0.0,0.0,0
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.5828608231668,0.0,0.0,0
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7816491187587,0.0,0.0,0
225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.22302238375455,0.0,0.0,0
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.50334550493008,0.0,0.0,0
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.09769088435878,0.0,0.0,0
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.69203626378747,0.0,0.0,0
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.369935976146714,0.0,0.0,0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.65227860466911,0.0,0.0,0
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.415752157305754,0.0,0.0,0
232,0.0,0.0,0.0,0.0,7.0383732520797135,0.0,0.0,61.45550981642413,0.0,0.0,1
233,0.0,0.0,0.0,0.0,9.384497669439618,0.0,0.0,61.775590596718,0.0,0.0,1
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.336236839069,0.0,0.0,0
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.8989025887669,0.0,0.0,0
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.29849868729751,0.0,9.132093663604945,-1
237,5.372164038670252,0.0,0.0,0.0,0.0,6.265980599432219,0.0,57.614540452897614,0.0,15.417820471021338,-1
238,0.0,0.0,0.0,0.0,0.0,12.825679039462823,0.0,41.93058221849771,0.0,11.978460519793506,-1
239,0.0,0.0,0.0,0.0,0.0,19.189565585761173,0.0,21.12533149939579,0.0,8.894896425589234,-1
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.89688308142001,0.0,0.0,0
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.01817556612204,0.0,0.0,0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.61857946759142,0.0,0.0,0
243,0.0,0.0,0.0,0.0,11.261397203327544,0.0,0.0,74.57882180847301,0.0,0.0,1
244,0.0,0.0,0.0,0.0,8.915272785967638,0.0,0.0,77.4595488311179,0.0,0.0,1
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.30253770199131,0.0,0.0,0
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.30455720933821,0.0,0.0,0
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.38205302022806,0.0,0.0,0
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.66439564875044,0.0,0.0,0
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0
250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.70213380052195,0.0,0.0,0
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.70415330786881,0.0,0.0,0
252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.34229536110969,0.0,0.0,0
253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.94471876992596,0.0,0.0,0
254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.14350706551778,0.0,0.0,0
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.30253770199131,0.0,0.0,0
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.26278004287292,0.0,0.0,0
257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.18326472463622,0.0,0.0,0
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.66237614140356,0.0,0.0,0
259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.66237614140356,0.0,0.0,0
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.2169638617139,0.0,0.0,0
261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.053894210546616,0.0,0.0,0
262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.57276328643236,6.575917422822774,0.0,4
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.813328748489475,0.0,0.0,0
264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.93462123319149,0.0,0.0,0
265,0.0,0.0,0.0,0.0,6.099923485135753,0.0,0.0,64.65631761936288,0.0,0.0,1
266,0.0,0.0,0.0,0.0,14.076746504159427,0.0,0.0,70.09769088435878,0.0,0.0,1
267,0.0,0.0,0.0,0.0,10.32294743638358,0.0,0.0,75.53906414935466,0.0,0.0,1
268,0.0,0.0,0.0,0.0,8.915272785967638,0.0,0.0,66.89688308142001,0.0,0.0,1
269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.493247968195604,0.0,0.0,0
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.614540452897614,0.0,0.0,0
271,0.0,0.0,0.0,0.0,0.0,8.419911430487046,0.0,53.77357108937111,0.0,6.285726807416393,-1
272,0.0,0.0,0.0,0.0,0.0,16.839822860974092,0.0,33.60848193085695,0.0,7.708910235510669,-1
273,0.0,0.0,0.0,0.0,0.0,18.89584774516279,0.0,12.803231211755026,0.0,0.0,3
274,0.0,0.0,0.0,0.0,0.0,5.67854491823545,0.0,56.014136551428244,0.0,0.0,3
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.3005181946444,0.0,0.0,0
276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.18326472463622,0.0,0.0,0
277,0.0,0.0,0.0,0.0,6.099923485135753,0.0,0.0,74.25874102817914,0.0,0.0,1
278,0.0,0.0,0.0,0.0,6.569148368607732,0.0,0.0,88.0222145808158,0.0,0.0,1
279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.26076053552605,0.0,0.0,0
280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.5828608231668,0.0,0.0,0
